    0.000000,    0.000000
    0.010000,   -0.001591
    0.020000,   -0.003176
    0.030000,   -0.004748
    0.040000,   -0.006301
    0.050000,   -0.007830
    0.060000,   -0.009328
    0.070000,   -0.010789
    0.080000,   -0.012207
    0.090000,   -0.013577
    0.100000,   -0.014894
    0.110000,   -0.016151
    0.120000,   -0.017345
    0.130000,   -0.018471
    0.140000,   -0.019524
    0.150000,   -0.020499
    0.160000,   -0.021394
    0.170000,   -0.022204
    0.180000,   -0.022927
    0.190000,   -0.023559
    0.200000,   -0.024098
    0.210000,   -0.024543
    0.220000,   -0.024890
    0.230000,   -0.025139
    0.240000,   -0.025289
    0.250000,   -0.025339
    0.260000,   -0.025289
    0.270000,   -0.025139
    0.280000,   -0.024890
    0.290000,   -0.024543
    0.300000,   -0.024098
    0.310000,   -0.023559
    0.320000,   -0.022927
    0.330000,   -0.022204
    0.340000,   -0.021394
    0.350000,   -0.020499
    0.360000,   -0.019524
    0.370000,   -0.018471
    0.380000,   -0.017345
    0.390000,   -0.016151
    0.400000,   -0.014894
    0.410000,   -0.013577
    0.420000,   -0.012207
    0.430000,   -0.010789
    0.440000,   -0.009328
    0.450000,   -0.007830
    0.460000,   -0.006301
    0.470000,   -0.004748
    0.480000,   -0.003176
    0.490000,   -0.001591
    0.500000,    0.000000
    0.510000,    0.001591
    0.520000,    0.003176
    0.530000,    0.004748
    0.540000,    0.006301
    0.550000,    0.007830
    0.560000,    0.009328
    0.570000,    0.010789
    0.580000,    0.012207
    0.590000,    0.013577
    0.600000,    0.014894
    0.610000,    0.016151
    0.620000,    0.017345
    0.630000,    0.018471
    0.640000,    0.019524
    0.650000,    0.020499
    0.660000,    0.021394
    0.670000,    0.022204
    0.680000,    0.022927
    0.690000,    0.023559
    0.700000,    0.024098
    0.710000,    0.024543
    0.720000,    0.024890
    0.730000,    0.025139
    0.740000,    0.025289
    0.750000,    0.025339
    0.760000,    0.025289
    0.770000,    0.025139
    0.780000,    0.024890
    0.790000,    0.024543
    0.800000,    0.024098
    0.810000,    0.023559
    0.820000,    0.022927
    0.830000,    0.022204
    0.840000,    0.021394
    0.850000,    0.020499
    0.860000,    0.019524
    0.870000,    0.018471
    0.880000,    0.017345
    0.890000,    0.016151
    0.900000,    0.014894
    0.910000,    0.013577
    0.920000,    0.012207
    0.930000,    0.010789
    0.940000,    0.009328
    0.950000,    0.007830
    0.960000,    0.006301
    0.970000,    0.004748
    0.980000,    0.003176
    0.990000,    0.001591
    1.000000,    0.000000
