# time[s], delta_E_avg[eV], delta_E_cx_avg[eV], delta_E_el_avg[eV]
  5.126000E-005,  1.558749E-003,  6.611043E-003, -5.052294E-003
  5.127000E-005,  1.023240E-002,  4.474006E-003,  5.758389E-003
  5.128000E-005,  4.008731E-005,  5.382183E-003, -5.342096E-003
  5.129000E-005, -6.523121E-003, -1.928549E-003, -4.594572E-003
  5.130000E-005,  7.972101E-003,  8.633451E-003, -6.613494E-004
  5.131000E-005,  2.566265E-003, -3.207127E-003,  5.773392E-003
  5.132000E-005, -2.803655E-003, -5.010771E-003,  2.207116E-003
  5.133000E-005, -2.112411E-003, -4.234426E-003,  2.122015E-003
  5.134000E-005, -6.008309E-003,  5.484149E-003, -1.149246E-002
  5.135000E-005, -9.892893E-003, -3.877103E-003, -6.015791E-003
  5.136000E-005,  1.186690E-002,  1.280286E-002, -9.359603E-004
  5.137000E-005, -5.984992E-003, -5.062997E-003, -9.219943E-004
  5.138000E-005,  2.136421E-002,  2.040454E-002,  9.596634E-004
  5.139000E-005,  1.509193E-003,  2.565035E-003, -1.055842E-003
  5.140000E-005, -8.495703E-003, -5.869730E-003, -2.625973E-003
  5.141000E-005, -1.650590E-004, -1.189988E-003,  1.024929E-003
  5.142000E-005, -3.117937E-002, -2.138598E-002, -9.793395E-003
  5.143000E-005, -3.470964E-003,  4.326767E-003, -7.797731E-003
  5.144000E-005,  6.838523E-003,  6.115527E-003,  7.229956E-004
  5.145000E-005, -3.030308E-003,  1.344439E-003, -4.374747E-003
  5.146000E-005,  9.961002E-003,  8.827685E-003,  1.133317E-003
  5.147000E-005,  2.737117E-003,  7.138322E-003, -4.401205E-003
  5.148000E-005,  8.632771E-003,  1.125279E-002, -2.620014E-003
  5.149000E-005, -9.198204E-003, -2.998887E-003, -6.199317E-003
  5.150000E-005,  8.371891E-003,  4.250000E-003,  4.121891E-003
  5.151000E-005, -1.936087E-002, -1.260855E-002, -6.752320E-003
  5.152000E-005, -4.944438E-004, -1.242083E-003,  7.476389E-004
  5.153000E-005, -1.109155E-002, -1.102344E-002, -6.811046E-005
  5.154000E-005,  1.377884E-002,  9.848157E-003,  3.930681E-003
  5.155000E-005,  7.779912E-003,  5.767482E-003,  2.012430E-003
  5.156000E-005,  5.391376E-003,  4.032143E-003,  1.359233E-003
  5.157000E-005,  7.882764E-003,  1.779352E-003,  6.103412E-003
  5.158000E-005, -3.382186E-003,  5.129772E-004, -3.895163E-003
  5.159000E-005,  1.794860E-002,  1.560646E-002,  2.342146E-003
  5.160000E-005, -1.251192E-002, -5.954655E-003, -6.557261E-003
  5.161000E-005,  2.492528E-003, -4.985777E-003,  7.478305E-003
  5.162000E-005,  7.387793E-003,  1.126219E-002, -3.874397E-003
  5.163000E-005,  1.180157E-002,  1.095788E-002,  8.436851E-004
  5.164000E-005, -1.793712E-003, -6.876759E-003,  5.083047E-003
  5.165000E-005,  2.963831E-003, -3.760457E-004,  3.339877E-003
  5.166000E-005, -1.598811E-002, -2.016711E-002,  4.178995E-003
  5.167000E-005, -5.822939E-003, -1.170301E-003, -4.652638E-003
  5.168000E-005,  1.057160E-002,  1.091038E-002, -3.387786E-004
  5.169000E-005, -3.423265E-003,  1.610672E-003, -5.033937E-003
  5.170000E-005, -5.815975E-005, -4.975955E-003,  4.917795E-003
  5.171000E-005, -5.875243E-003,  3.133202E-004, -6.188563E-003
  5.172000E-005, -1.067674E-002, -1.848307E-002,  7.806335E-003
  5.173000E-005, -6.105263E-003, -4.247044E-003, -1.858219E-003
  5.174000E-005, -7.382693E-003, -1.199409E-003, -6.183285E-003
  5.175000E-005, -9.382638E-004,  8.157444E-003, -9.095708E-003
  5.176000E-005, -1.288417E-003,  1.805741E-003, -3.094158E-003
  5.177000E-005, -2.507605E-003, -1.013872E-003, -1.493733E-003
  5.178000E-005, -5.498797E-003,  7.658408E-003, -1.315720E-002
  5.179000E-005,  5.027277E-003,  7.223479E-003, -2.196202E-003
  5.180000E-005,  1.161737E-002,  8.216228E-003,  3.401141E-003
  5.181000E-005,  9.013718E-003,  4.534302E-003,  4.479417E-003
  5.182000E-005, -1.914735E-002, -1.304047E-002, -6.106883E-003
  5.183000E-005, -1.286491E-002, -1.477979E-002,  1.914879E-003
  5.184000E-005, -3.507687E-003, -1.176067E-003, -2.331620E-003
  5.185000E-005, -3.476569E-003, -5.778336E-004, -2.898735E-003
  5.186000E-005,  1.009428E-002,  4.111688E-003,  5.982592E-003
  5.187000E-005, -1.287167E-002,  2.886198E-004, -1.316029E-002
  5.188000E-005,  2.178207E-003,  2.247441E-003, -6.923372E-005
  5.189000E-005,  1.039808E-002,  1.379138E-002, -3.393295E-003
  5.190000E-005, -1.863099E-002, -6.160502E-003, -1.247048E-002
  5.191000E-005, -4.067735E-003,  5.131523E-003, -9.199258E-003
  5.192000E-005,  3.340213E-004,  8.561890E-004, -5.221677E-004
  5.193000E-005, -7.238546E-003, -5.092373E-003, -2.146173E-003
  5.194000E-005,  8.526732E-003,  5.266854E-003,  3.259878E-003
  5.195000E-005, -1.097781E-002, -4.467285E-003, -6.510529E-003
  5.196000E-005,  1.348175E-002,  1.083650E-002,  2.645250E-003
  5.197000E-005,  7.354433E-003,  1.337374E-002, -6.019306E-003
  5.198000E-005, -2.058064E-003,  2.138729E-003, -4.196792E-003
  5.199000E-005, -6.705069E-003, -7.112566E-003,  4.074971E-004
  5.200000E-005,  7.242280E-003,  1.278418E-002, -5.541896E-003
  5.201000E-005, -3.250284E-003, -6.795351E-003,  3.545067E-003
  5.202000E-005,  6.726280E-003,  1.017989E-002, -3.453608E-003
  5.203000E-005, -9.685433E-003, -9.911662E-003,  2.262296E-004
  5.204000E-005,  9.445581E-003,  1.243254E-002, -2.986964E-003
  5.205000E-005, -7.271867E-003, -6.116128E-003, -1.155740E-003
  5.206000E-005, -6.492401E-004, -3.499244E-003,  2.850004E-003
  5.207000E-005,  9.536746E-003,  1.390341E-002, -4.366667E-003
  5.208000E-005, -1.307443E-002, -2.962891E-003, -1.011153E-002
  5.209000E-005,  2.029576E-003,  1.167769E-003,  8.618065E-004
  5.210000E-005,  2.342978E-003,  3.820416E-003, -1.477437E-003
  5.211000E-005, -2.031513E-002, -1.232866E-002, -7.986465E-003
  5.212000E-005,  7.728234E-003,  4.797133E-003,  2.931101E-003
  5.213000E-005, -7.430807E-003,  6.566802E-004, -8.087487E-003
  5.214000E-005, -4.171187E-003, -9.345455E-004, -3.236642E-003
  5.215000E-005,  1.244801E-002,  9.500269E-003,  2.947738E-003
  5.216000E-005,  1.407218E-003, -2.494634E-003,  3.901851E-003
  5.217000E-005,  1.431157E-002,  8.983053E-003,  5.328519E-003
  5.218000E-005,  6.542188E-003,  6.350306E-003,  1.918825E-004
  5.219000E-005,  8.865472E-003,  8.790555E-003,  7.491630E-005
  5.220000E-005,  1.368249E-003, -4.370276E-004,  1.805276E-003
  5.221000E-005, -1.947767E-003, -2.355775E-003,  4.080081E-004
  5.222000E-005, -1.638360E-002, -7.589044E-003, -8.794557E-003
  5.223000E-005,  3.529590E-003,  6.490564E-003, -2.960974E-003
  5.224000E-005, -9.861729E-004, -2.379903E-003,  1.393730E-003
  5.225000E-005,  7.211704E-003,  5.732920E-003,  1.478784E-003
  5.226000E-005,  6.840068E-003,  4.746611E-003,  2.093457E-003
  5.227000E-005,  1.083820E-002,  5.783965E-003,  5.054232E-003
  5.228000E-005, -2.640176E-003, -6.776100E-004, -1.962566E-003
  5.229000E-005, -1.491654E-003,  3.315093E-004, -1.823163E-003
  5.230000E-005, -9.186155E-004,  2.130013E-003, -3.048628E-003
  5.231000E-005,  9.363987E-004,  2.376757E-003, -1.440358E-003
  5.232000E-005,  2.519681E-002,  2.050261E-002,  4.694204E-003
  5.233000E-005, -5.769286E-003, -5.615270E-003, -1.540159E-004
  5.234000E-005, -2.061317E-003, -1.786536E-003, -2.747805E-004
  5.235000E-005, -3.710515E-003,  5.487822E-004, -4.259297E-003
  5.236000E-005, -1.879521E-003, -1.452349E-003, -4.271714E-004
  5.237000E-005, -1.862482E-003, -1.782355E-003, -8.012682E-005
  5.238000E-005,  6.898582E-005,  1.547579E-003, -1.478594E-003
  5.239000E-005, -9.944505E-004, -3.879983E-003,  2.885533E-003
  5.240000E-005,  2.469983E-003,  4.044602E-003, -1.574619E-003
  5.241000E-005,  4.527456E-003,  1.339148E-002, -8.864023E-003
  5.242000E-005,  1.041457E-002,  1.020369E-002,  2.108819E-004
  5.243000E-005, -1.398828E-002, -9.443296E-003, -4.544983E-003
  5.244000E-005, -1.064033E-003, -1.081015E-004, -9.559316E-004
  5.245000E-005,  1.531194E-002,  1.728303E-002, -1.971093E-003
  5.246000E-005, -3.353971E-003,  3.887629E-003, -7.241600E-003
  5.247000E-005, -2.194081E-002, -1.523526E-002, -6.705550E-003
  5.248000E-005,  1.491120E-002,  1.140585E-002,  3.505352E-003
  5.249000E-005,  7.747359E-003,  1.254040E-002, -4.793036E-003
  5.250000E-005,  7.990188E-003,  7.309271E-003,  6.809164E-004
  5.251000E-005, -8.988040E-003, -2.223692E-003, -6.764347E-003
  5.252000E-005,  1.648910E-002,  1.489022E-002,  1.598873E-003
  5.253000E-005, -7.825763E-003, -4.943530E-004, -7.331410E-003
  5.254000E-005,  5.166628E-003,  1.063269E-002, -5.466060E-003
  5.255000E-005,  1.449095E-002,  1.450649E-002, -1.553753E-005
  5.256000E-005, -9.148044E-003,  4.260885E-003, -1.340893E-002
  5.257000E-005,  3.620301E-003,  3.610353E-003,  9.948635E-006
  5.258000E-005, -4.421948E-003, -1.085686E-002,  6.434907E-003
  5.259000E-005,  9.490486E-004,  6.758676E-003, -5.809627E-003
  5.260000E-005,  2.333635E-003,  1.179576E-002, -9.462125E-003
  5.261000E-005, -2.379146E-003, -5.960325E-003,  3.581178E-003
  5.262000E-005,  4.107095E-003,  5.283485E-003, -1.176390E-003
  5.263000E-005, -2.114186E-003, -5.110483E-003,  2.996298E-003
  5.264000E-005,  1.643503E-003,  3.211843E-003, -1.568340E-003
  5.265000E-005, -5.357876E-003,  1.631838E-004, -5.521060E-003
  5.266000E-005, -3.039014E-003,  3.267831E-003, -6.306844E-003
  5.267000E-005,  6.637008E-004,  1.026882E-003, -3.631816E-004
  5.268000E-005, -3.690704E-003,  5.842609E-003, -9.533313E-003
  5.269000E-005, -2.829528E-002, -1.615211E-002, -1.214317E-002
  5.270000E-005, -1.104891E-002, -5.966227E-003, -5.082679E-003
  5.271000E-005,  2.246242E-002,  1.959486E-002,  2.867559E-003
  5.272000E-005, -5.771124E-003, -1.388891E-003, -4.382233E-003
  5.273000E-005, -2.040068E-004, -6.993478E-003,  6.789471E-003
  5.274000E-005, -1.048708E-002, -3.068896E-004, -1.018019E-002
  5.275000E-005, -5.025133E-003,  2.719138E-003, -7.744271E-003
  5.276000E-005, -1.205859E-002, -1.222433E-002,  1.657422E-004
  5.277000E-005,  9.617808E-003,  8.178873E-003,  1.438934E-003
  5.278000E-005, -1.858314E-003, -5.858578E-003,  4.000264E-003
  5.279000E-005,  3.530211E-003,  3.750263E-003, -2.200520E-004
  5.280000E-005, -3.842918E-003, -1.157762E-003, -2.685156E-003
  5.281000E-005, -8.842644E-003, -4.095821E-003, -4.746823E-003
  5.282000E-005, -5.424379E-003,  1.373073E-003, -6.797452E-003
  5.283000E-005, -1.003567E-003, -5.090429E-003,  4.086862E-003
  5.284000E-005, -5.774828E-003, -1.206333E-002,  6.288497E-003
  5.285000E-005, -4.964156E-003,  4.831168E-003, -9.795324E-003
  5.286000E-005,  3.671507E-003, -7.821236E-004,  4.453631E-003
  5.287000E-005,  2.720596E-002,  1.950432E-002,  7.701640E-003
  5.288000E-005,  4.614477E-003,  8.324119E-003, -3.709642E-003
  5.289000E-005,  2.252092E-003,  3.817319E-003, -1.565227E-003
  5.290000E-005,  8.467213E-003,  1.421705E-002, -5.749832E-003
  5.291000E-005,  1.240850E-003, -4.338856E-003,  5.579707E-003
  5.292000E-005, -3.478811E-003,  1.704517E-003, -5.183328E-003
  5.293000E-005,  2.864049E-003,  9.176976E-004,  1.946352E-003
  5.294000E-005, -9.543776E-003, -9.943204E-003,  3.994290E-004
  5.295000E-005,  4.119971E-003, -1.354993E-003,  5.474963E-003
  5.296000E-005,  9.650731E-003,  4.793972E-003,  4.856759E-003
  5.297000E-005,  1.523641E-002,  1.464565E-002,  5.907593E-004
  5.298000E-005, -4.462344E-004,  1.052698E-002, -1.097321E-002
  5.299000E-005, -1.690096E-002, -1.631663E-002, -5.843270E-004
  5.300000E-005,  4.187634E-003,  1.450082E-003,  2.737552E-003
  5.301000E-005, -7.644216E-004, -6.417305E-003,  5.652884E-003
  5.302000E-005, -2.072056E-002, -1.861021E-002, -2.110349E-003
  5.303000E-005,  4.273645E-003,  4.202053E-003,  7.159186E-005
  5.304000E-005, -2.656166E-003, -1.233518E-003, -1.422648E-003
  5.305000E-005,  7.050046E-003,  7.935637E-003, -8.855912E-004
  5.306000E-005,  4.841754E-004, -3.013726E-003,  3.497901E-003
  5.307000E-005,  1.389888E-002,  3.679555E-003,  1.021932E-002
  5.308000E-005, -9.785367E-003, -1.068326E-002,  8.978933E-004
  5.309000E-005, -6.704214E-004, -6.251133E-003,  5.580711E-003
  5.310000E-005,  5.028248E-003,  7.891951E-003, -2.863703E-003
  5.311000E-005,  5.600691E-003,  4.712436E-003,  8.882548E-004
  5.312000E-005,  1.554188E-002,  8.883861E-003,  6.658023E-003
  5.313000E-005,  7.799513E-003,  1.114531E-002, -3.345798E-003
  5.314000E-005,  3.356510E-003,  4.801229E-003, -1.444718E-003
  5.315000E-005,  7.223530E-003,  8.862893E-003, -1.639363E-003
  5.316000E-005,  5.008153E-003,  1.189586E-002, -6.887704E-003
  5.317000E-005,  1.169578E-003,  4.536443E-004,  7.159338E-004
  5.318000E-005,  1.049581E-002,  6.033592E-003,  4.462220E-003
  5.319000E-005, -2.494026E-002, -2.039167E-002, -4.548590E-003
  5.320000E-005, -8.048722E-003, -8.093625E-003,  4.490348E-005
  5.321000E-005, -1.202457E-002, -1.312906E-002,  1.104491E-003
  5.322000E-005, -1.108327E-002, -5.424054E-003, -5.659218E-003
  5.323000E-005, -3.017713E-003,  3.220300E-003, -6.238013E-003
  5.324000E-005, -8.371266E-003, -1.314981E-002,  4.778545E-003
  5.325000E-005, -3.158621E-003,  8.412303E-003, -1.157092E-002
  5.326000E-005,  1.596298E-002,  1.518067E-002,  7.823126E-004
  5.327000E-005, -5.908669E-003, -7.500452E-003,  1.591783E-003
  5.328000E-005, -9.899503E-004,  4.051507E-003, -5.041458E-003
  5.329000E-005, -4.225300E-004, -3.459197E-005, -3.879380E-004
  5.330000E-005,  2.745872E-003,  4.583714E-003, -1.837842E-003
  5.331000E-005,  4.862314E-003,  5.139915E-003, -2.776016E-004
  5.332000E-005,  1.372776E-002,  7.275832E-003,  6.451929E-003
  5.333000E-005,  4.579675E-004, -6.343015E-003,  6.800982E-003
  5.334000E-005,  5.761531E-003,  8.384754E-003, -2.623223E-003
  5.335000E-005, -2.192830E-003,  4.957550E-003, -7.150380E-003
  5.336000E-005,  9.520001E-003,  4.083891E-003,  5.436110E-003
  5.337000E-005,  1.087889E-002,  4.743019E-003,  6.135868E-003
  5.338000E-005, -6.732002E-003, -7.716715E-003,  9.847138E-004
  5.339000E-005, -6.137515E-003, -9.049638E-003,  2.912123E-003
  5.340000E-005, -8.345891E-003, -9.781268E-003,  1.435377E-003
  5.341000E-005, -1.735085E-003,  7.633362E-003, -9.368448E-003
  5.342000E-005,  4.985228E-003,  5.618357E-003, -6.331289E-004
  5.343000E-005, -7.946026E-003, -1.051826E-002,  2.572231E-003
  5.344000E-005, -6.040041E-003, -8.154444E-003,  2.114404E-003
  5.345000E-005, -4.865558E-003, -1.745706E-003, -3.119852E-003
  5.346000E-005,  1.292583E-002,  8.489375E-003,  4.436458E-003
  5.347000E-005, -1.041583E-002, -9.882242E-003, -5.335885E-004
  5.348000E-005,  5.203133E-003, -2.081594E-003,  7.284728E-003
  5.349000E-005, -2.192199E-004,  5.775669E-004, -7.967868E-004
  5.350000E-005, -3.067765E-003,  2.701567E-003, -5.769332E-003
  5.351000E-005,  8.525283E-003,  5.605563E-003,  2.919721E-003
  5.352000E-005, -4.759315E-003, -6.186702E-003,  1.427387E-003
  5.353000E-005, -2.230704E-002, -1.694646E-002, -5.360584E-003
  5.354000E-005,  1.244075E-002,  3.315724E-003,  9.125027E-003
  5.355000E-005,  1.106282E-003,  1.228350E-003, -1.220685E-004
  5.356000E-005, -6.055554E-004,  2.653279E-003, -3.258834E-003
  5.357000E-005, -1.425388E-002, -7.783579E-003, -6.470301E-003
  5.358000E-005, -7.396366E-003, -1.131610E-003, -6.264756E-003
  5.359000E-005,  1.317779E-002,  4.365576E-003,  8.812210E-003
  5.360000E-005, -5.947921E-003, -1.338198E-002,  7.434055E-003
  5.361000E-005,  8.621598E-003,  1.163997E-002, -3.018368E-003
  5.362000E-005,  6.014435E-003,  8.318793E-003, -2.304358E-003
  5.363000E-005,  3.784938E-003,  3.846159E-004,  3.400322E-003
  5.364000E-005,  5.686618E-003,  4.589715E-003,  1.096902E-003
  5.365000E-005,  5.830048E-003, -1.550819E-004,  5.985129E-003
  5.366000E-005, -1.482692E-002, -9.574330E-003, -5.252594E-003
  5.367000E-005,  7.055974E-003,  6.273155E-003,  7.828187E-004
  5.368000E-005, -5.187370E-003,  7.041984E-005, -5.257790E-003
  5.369000E-005, -3.800063E-003,  3.693530E-003, -7.493593E-003
  5.370000E-005, -3.385837E-003, -6.654965E-004, -2.720340E-003
  5.371000E-005,  5.541222E-004,  1.729489E-003, -1.175367E-003
  5.372000E-005, -1.508082E-002, -1.112065E-002, -3.960165E-003
  5.373000E-005,  6.673971E-003,  7.599706E-003, -9.257348E-004
  5.374000E-005, -6.254502E-003,  1.341207E-003, -7.595709E-003
  5.375000E-005, -5.607580E-003, -6.549254E-003,  9.416735E-004
  5.376000E-005,  1.258879E-003, -1.002694E-003,  2.261574E-003
  5.377000E-005,  6.224599E-003,  6.134655E-003,  8.994382E-005
  5.378000E-005, -1.073411E-002, -4.413840E-003, -6.320270E-003
  5.379000E-005, -1.846471E-002, -1.800225E-002, -4.624609E-004
  5.380000E-005, -6.053546E-003, -2.420160E-003, -3.633386E-003
  5.381000E-005, -5.273762E-003,  6.777412E-004, -5.951504E-003
  5.382000E-005,  2.519395E-003,  1.721724E-003,  7.976717E-004
  5.383000E-005, -3.974963E-003, -7.003359E-003,  3.028395E-003
  5.384000E-005,  2.615736E-002,  3.158750E-002, -5.430136E-003
  5.385000E-005,  6.085252E-003, -9.841177E-004,  7.069370E-003
  5.386000E-005,  1.195151E-003, -7.209138E-004,  1.916065E-003
  5.387000E-005,  6.927753E-003,  1.144471E-002, -4.516960E-003
  5.388000E-005,  1.808581E-002,  1.260550E-002,  5.480313E-003
  5.389000E-005,  1.581498E-003,  7.087885E-004,  8.727092E-004
  5.390000E-005, -1.789615E-003,  6.610553E-004, -2.450671E-003
  5.391000E-005,  5.524532E-003,  1.116809E-003,  4.407723E-003
  5.392000E-005,  5.786026E-003,  6.988073E-003, -1.202047E-003
  5.393000E-005, -1.271819E-003, -1.972152E-003,  7.003330E-004
  5.394000E-005, -2.435886E-003,  9.380252E-003, -1.181614E-002
  5.395000E-005,  8.399420E-003,  9.746742E-003, -1.347322E-003
  5.396000E-005, -1.213291E-002, -6.711921E-003, -5.420993E-003
  5.397000E-005, -1.663153E-003, -7.437043E-003,  5.773890E-003
  5.398000E-005,  4.697175E-003,  1.041881E-003,  3.655293E-003
  5.399000E-005,  1.960217E-003,  3.942323E-003, -1.982106E-003
  5.400000E-005,  4.695074E-003,  3.139639E-003,  1.555436E-003
  5.401000E-005, -5.764990E-003, -4.592461E-003, -1.172528E-003
  5.402000E-005, -1.019476E-002, -3.725191E-003, -6.469572E-003
  5.403000E-005, -1.353146E-002, -1.526004E-002,  1.728584E-003
  5.404000E-005, -3.046288E-003,  5.786621E-003, -8.832909E-003
  5.405000E-005, -4.359622E-003, -7.767422E-003,  3.407801E-003
  5.406000E-005,  6.563453E-004,  5.676578E-003, -5.020233E-003
  5.407000E-005,  8.727183E-003,  1.374338E-002, -5.016201E-003
  5.408000E-005,  3.771003E-003,  3.782329E-003, -1.132592E-005
  5.409000E-005, -3.812058E-004, -5.305666E-004,  1.493608E-004
  5.410000E-005,  2.608967E-002,  2.099812E-002,  5.091548E-003
  5.411000E-005,  6.547342E-004,  4.872699E-003, -4.217965E-003
  5.412000E-005,  4.097240E-003,  8.864343E-003, -4.767103E-003
  5.413000E-005, -8.860590E-003, -1.639140E-003, -7.221450E-003
  5.414000E-005, -1.447565E-002, -4.807958E-003, -9.667695E-003
  5.415000E-005,  1.167622E-002,  1.315488E-002, -1.478660E-003
  5.416000E-005, -2.236478E-003, -1.086846E-002,  8.631979E-003
  5.417000E-005,  7.437321E-003,  2.262560E-003,  5.174760E-003
  5.418000E-005, -5.663305E-003, -4.938268E-003, -7.250366E-004
  5.419000E-005,  7.476098E-003,  8.758708E-003, -1.282610E-003
  5.420000E-005, -2.762705E-003, -2.458238E-003, -3.044668E-004
  5.421000E-005,  7.089406E-003,  1.355283E-002, -6.463428E-003
  5.422000E-005,  4.809173E-003,  7.738126E-003, -2.928953E-003
  5.423000E-005,  6.608632E-003,  3.786568E-003,  2.822063E-003
  5.424000E-005, -1.191758E-002,  2.854684E-003, -1.477227E-002
  5.425000E-005,  9.100574E-003,  5.386448E-003,  3.714125E-003
  5.426000E-005, -7.790877E-003, -5.488039E-003, -2.302838E-003
  5.427000E-005,  3.360012E-003, -4.345715E-003,  7.705727E-003
  5.428000E-005,  8.153712E-004, -4.932478E-003,  5.747850E-003
  5.429000E-005,  1.446447E-002,  1.539939E-002, -9.349182E-004
  5.430000E-005, -1.354258E-002, -7.950357E-003, -5.592220E-003
  5.431000E-005, -6.414989E-004, -2.128833E-003,  1.487334E-003
  5.432000E-005, -6.008946E-004, -4.432892E-003,  3.831997E-003
  5.433000E-005,  7.393541E-003,  5.746384E-003,  1.647157E-003
  5.434000E-005,  1.697189E-002,  1.722405E-002, -2.521553E-004
  5.435000E-005, -4.523072E-003, -3.622357E-004, -4.160836E-003
  5.436000E-005,  4.619452E-004,  5.609217E-004, -9.897651E-005
  5.437000E-005,  1.531027E-002,  9.612070E-003,  5.698203E-003
  5.438000E-005, -5.575679E-003,  3.765015E-003, -9.340694E-003
  5.439000E-005, -1.787128E-003,  4.325669E-004, -2.219695E-003
  5.440000E-005, -1.386882E-002, -1.176706E-002, -2.101760E-003
  5.441000E-005,  8.373100E-003,  6.572655E-003,  1.800446E-003
  5.442000E-005,  7.549226E-003,  5.595424E-003,  1.953802E-003
  5.443000E-005, -1.244639E-003, -2.852927E-003,  1.608288E-003
  5.444000E-005,  1.479392E-002,  1.907010E-002, -4.276184E-003
  5.445000E-005, -1.045206E-002, -9.520781E-003, -9.312755E-004
  5.446000E-005,  8.079565E-003,  2.894722E-004,  7.790093E-003
  5.447000E-005,  1.763796E-004,  4.524979E-003, -4.348600E-003
  5.448000E-005, -1.947795E-003, -4.222816E-003,  2.275021E-003
  5.449000E-005, -1.482484E-002, -6.555134E-003, -8.269706E-003
  5.450000E-005,  1.052681E-002,  8.944064E-003,  1.582749E-003
  5.451000E-005, -3.431999E-003,  4.591187E-003, -8.023186E-003
  5.452000E-005, -2.143928E-003, -3.964096E-003,  1.820167E-003
  5.453000E-005,  3.774807E-003,  2.909216E-003,  8.655911E-004
  5.454000E-005,  5.594160E-003,  4.296857E-003,  1.297303E-003
  5.455000E-005, -5.314002E-003,  2.884779E-003, -8.198781E-003
  5.456000E-005, -1.227232E-002, -7.264157E-003, -5.008163E-003
  5.457000E-005, -8.437120E-003, -6.787247E-003, -1.649873E-003
  5.458000E-005,  1.560455E-003,  5.706814E-003, -4.146359E-003
  5.459000E-005, -3.288898E-003, -1.334630E-003, -1.954268E-003
  5.460000E-005, -1.337986E-002, -5.702928E-003, -7.676933E-003
  5.461000E-005, -2.684937E-003,  4.034043E-003, -6.718980E-003
  5.462000E-005, -3.277521E-003, -4.915226E-004, -2.785999E-003
  5.463000E-005, -9.667876E-003, -3.167144E-003, -6.500732E-003
  5.464000E-005,  4.091185E-003, -2.299919E-003,  6.391104E-003
  5.465000E-005, -7.686582E-003, -4.472076E-003, -3.214506E-003
  5.466000E-005, -6.213289E-003, -1.226475E-002,  6.051463E-003
  5.467000E-005,  1.357727E-004,  5.277135E-003, -5.141362E-003
  5.468000E-005,  9.481651E-003,  1.264832E-002, -3.166669E-003
  5.469000E-005, -8.009694E-003, -3.561742E-003, -4.447953E-003
  5.470000E-005, -1.276616E-002, -6.320417E-003, -6.445745E-003
  5.471000E-005,  3.923720E-003,  2.259318E-003,  1.664402E-003
  5.472000E-005,  2.142051E-002,  1.225900E-002,  9.161514E-003
  5.473000E-005, -3.741673E-003, -1.820311E-003, -1.921362E-003
  5.474000E-005,  5.306596E-003,  5.103588E-004,  4.796237E-003
  5.475000E-005,  2.594720E-002,  1.121105E-002,  1.473615E-002
  5.476000E-005,  1.286471E-002,  1.076347E-002,  2.101244E-003
  5.477000E-005, -1.095589E-002, -7.760841E-003, -3.195053E-003
  5.478000E-005, -1.233621E-002, -7.438570E-003, -4.897638E-003
  5.479000E-005, -8.297111E-003, -8.026807E-003, -2.703043E-004
  5.480000E-005,  5.040102E-004,  6.479461E-003, -5.975451E-003
  5.481000E-005, -9.706607E-003, -3.778524E-003, -5.928083E-003
  5.482000E-005, -1.394006E-002, -1.261053E-002, -1.329535E-003
  5.483000E-005, -4.327520E-003, -1.819389E-003, -2.508131E-003
  5.484000E-005, -2.190209E-003, -5.191212E-003,  3.001003E-003
  5.485000E-005,  8.050616E-003,  5.459290E-003,  2.591326E-003
  5.486000E-005, -3.862747E-003, -2.336530E-003, -1.526218E-003
  5.487000E-005, -7.785014E-003, -5.707427E-003, -2.077586E-003
  5.488000E-005,  3.391697E-003, -3.514637E-003,  6.906334E-003
  5.489000E-005, -1.900585E-002, -1.063384E-002, -8.372004E-003
  5.490000E-005,  1.190403E-003,  8.666943E-003, -7.476540E-003
  5.491000E-005, -8.554372E-003,  9.791483E-004, -9.533520E-003
  5.492000E-005,  4.487095E-003,  2.026734E-003,  2.460360E-003
  5.493000E-005,  8.158388E-003,  5.008615E-003,  3.149773E-003
  5.494000E-005,  1.883633E-002,  1.462350E-002,  4.212821E-003
  5.495000E-005, -7.142583E-004, -5.578755E-003,  4.864496E-003
  5.496000E-005,  7.810374E-004, -6.288726E-003,  7.069763E-003
  5.497000E-005,  9.002697E-004,  1.286466E-003, -3.861967E-004
  5.498000E-005,  7.836609E-003,  4.983709E-003,  2.852899E-003
  5.499000E-005,  2.626814E-003,  8.242561E-003, -5.615748E-003
  5.500000E-005,  7.383856E-003, -2.627779E-003,  1.001163E-002
  5.501000E-005,  5.697592E-003,  5.085902E-003,  6.116896E-004
  5.502000E-005,  4.549110E-003,  3.755709E-003,  7.934007E-004
  5.503000E-005, -1.103865E-002, -1.071270E-002, -3.259562E-004
  5.504000E-005,  3.386232E-003,  5.447664E-003, -2.061432E-003
  5.505000E-005,  1.644375E-002,  1.351100E-002,  2.932755E-003
  5.506000E-005,  7.778895E-003,  5.261671E-003,  2.517225E-003
  5.507000E-005, -2.565556E-002, -1.257861E-002, -1.307695E-002
  5.508000E-005,  5.566398E-003,  1.090698E-002, -5.340585E-003
  5.509000E-005,  6.519166E-003,  7.120860E-003, -6.016946E-004
  5.510000E-005,  4.862323E-003,  1.096235E-003,  3.766088E-003
  5.511000E-005, -9.682863E-003, -7.384001E-003, -2.298862E-003
  5.512000E-005, -1.632428E-002, -1.331126E-002, -3.013025E-003
