# time[s], delta_E_avg[eV], delta_E_cx_avg[eV], delta_E_el_avg[eV]
  1.615000E-005,  6.066218E-003, -2.341201E-004,  6.300338E-003
  1.616000E-005,  8.905417E-003,  3.670543E-003,  5.234873E-003
  1.617000E-005, -3.745298E-003,  1.051080E-004, -3.850406E-003
  1.618000E-005, -2.335486E-002, -1.649647E-002, -6.858383E-003
  1.619000E-005, -3.975545E-003, -7.352202E-003,  3.376656E-003
  1.620000E-005, -4.300458E-004, -6.726027E-003,  6.295981E-003
  1.621000E-005, -1.779599E-002, -9.357128E-003, -8.438864E-003
  1.622000E-005,  1.206434E-002,  8.916921E-003,  3.147422E-003
  1.623000E-005,  1.574184E-002,  1.063029E-002,  5.111551E-003
  1.624000E-005, -2.893497E-003, -5.334472E-004, -2.360049E-003
  1.625000E-005,  6.551935E-003,  1.013940E-002, -3.587463E-003
  1.626000E-005,  2.482522E-003,  2.670233E-003, -1.877108E-004
  1.627000E-005, -3.051548E-003,  3.475043E-003, -6.526591E-003
  1.628000E-005, -1.433162E-003,  5.058201E-003, -6.491363E-003
  1.629000E-005, -1.138956E-003, -8.372802E-004, -3.016756E-004
  1.630000E-005, -1.062045E-002, -1.421748E-003, -9.198706E-003
  1.631000E-005,  7.502453E-003,  7.912761E-003, -4.103087E-004
  1.632000E-005,  5.059855E-003,  4.947585E-004,  4.565096E-003
  1.633000E-005, -1.173610E-002, -9.811620E-003, -1.924479E-003
  1.634000E-005,  2.573083E-003,  4.338763E-003, -1.765680E-003
  1.635000E-005,  8.356571E-003,  7.934165E-004,  7.563154E-003
  1.636000E-005,  2.782456E-003,  4.454525E-003, -1.672069E-003
  1.637000E-005,  8.261746E-003,  8.326671E-003, -6.492479E-005
  1.638000E-005,  1.172437E-002,  1.268085E-002, -9.564762E-004
  1.639000E-005, -2.382293E-003, -2.467809E-003,  8.551609E-005
  1.640000E-005,  3.244446E-003,  5.517486E-003, -2.273040E-003
  1.641000E-005,  1.735401E-002,  1.011214E-002,  7.241873E-003
  1.642000E-005, -1.349754E-002, -1.252625E-002, -9.712918E-004
  1.643000E-005, -1.810778E-002, -1.804024E-002, -6.753417E-005
  1.644000E-005,  3.266642E-003, -3.539344E-004,  3.620577E-003
  1.645000E-005,  1.015999E-003,  2.297614E-003, -1.281615E-003
  1.646000E-005, -5.808491E-003, -4.728900E-003, -1.079591E-003
  1.647000E-005,  2.341555E-003, -1.740620E-003,  4.082175E-003
  1.648000E-005, -5.119801E-003, -1.604573E-003, -3.515228E-003
  1.649000E-005, -2.131979E-003,  1.132787E-003, -3.264767E-003
  1.650000E-005,  1.981689E-002,  1.793647E-002,  1.880414E-003
  1.651000E-005, -2.079463E-003, -4.366467E-003,  2.287005E-003
  1.652000E-005,  2.723518E-003,  2.248378E-003,  4.751405E-004
  1.653000E-005,  1.037994E-002,  1.187025E-002, -1.490309E-003
  1.654000E-005,  3.102117E-003,  2.110656E-003,  9.914615E-004
  1.655000E-005, -1.827858E-002, -1.055612E-002, -7.722456E-003
  1.656000E-005,  1.349771E-003,  8.077185E-003, -6.727414E-003
  1.657000E-005, -1.792466E-004, -2.538382E-003,  2.359135E-003
  1.658000E-005,  5.774915E-003,  9.655980E-003, -3.881065E-003
  1.659000E-005,  1.322558E-002,  7.808846E-003,  5.416730E-003
  1.660000E-005, -7.889621E-003, -4.520537E-003, -3.369083E-003
  1.661000E-005,  6.741583E-003,  5.338795E-003,  1.402788E-003
  1.662000E-005, -6.389514E-003, -3.171391E-004, -6.072375E-003
  1.663000E-005,  1.281320E-002,  1.142400E-002,  1.389197E-003
  1.664000E-005, -2.256069E-002, -1.408799E-002, -8.472698E-003
  1.665000E-005, -7.761287E-003, -1.186561E-002,  4.104324E-003
  1.666000E-005, -6.345112E-004, -4.773275E-003,  4.138763E-003
  1.667000E-005, -9.705445E-003, -8.526366E-003, -1.179079E-003
  1.668000E-005,  1.371850E-002,  9.765475E-003,  3.953027E-003
  1.669000E-005,  4.722194E-003,  8.456987E-003, -3.734793E-003
  1.670000E-005,  7.827751E-003,  1.043177E-002, -2.604019E-003
  1.671000E-005, -8.251165E-003,  1.787687E-004, -8.429934E-003
  1.672000E-005, -1.050261E-002, -3.214975E-004, -1.018111E-002
  1.673000E-005, -1.347680E-002, -1.780715E-002,  4.330354E-003
  1.674000E-005, -5.110872E-003,  4.642689E-003, -9.753562E-003
  1.675000E-005,  1.703498E-002,  2.218153E-002, -5.146553E-003
  1.676000E-005,  6.576921E-003,  6.967338E-003, -3.904167E-004
  1.677000E-005, -5.326801E-003, -3.023952E-003, -2.302849E-003
  1.678000E-005, -1.275006E-002, -1.233040E-002, -4.196517E-004
  1.679000E-005,  3.984517E-003,  2.714479E-003,  1.270038E-003
  1.680000E-005, -2.465043E-003, -7.136809E-003,  4.671765E-003
  1.681000E-005, -3.921915E-003, -9.145380E-004, -3.007377E-003
  1.682000E-005,  3.202642E-003,  3.888905E-004,  2.813752E-003
  1.683000E-005, -7.517756E-003,  3.314436E-004, -7.849200E-003
  1.684000E-005,  1.044954E-002,  7.236531E-003,  3.213013E-003
  1.685000E-005, -6.861697E-003, -7.062101E-003,  2.004047E-004
  1.686000E-005, -1.031766E-003, -5.279301E-003,  4.247535E-003
  1.687000E-005,  3.755343E-003,  6.597393E-003, -2.842050E-003
  1.688000E-005, -8.994309E-003, -1.087757E-002,  1.883263E-003
  1.689000E-005, -1.367468E-003, -1.003609E-003, -3.638586E-004
  1.690000E-005,  9.929140E-003,  6.621521E-003,  3.307619E-003
  1.691000E-005, -2.340455E-002, -2.023527E-002, -3.169283E-003
  1.692000E-005,  5.256076E-003,  2.809026E-003,  2.447049E-003
  1.693000E-005,  8.100196E-004,  2.376919E-003, -1.566899E-003
  1.694000E-005,  1.276154E-002,  1.607092E-002, -3.309387E-003
  1.695000E-005,  3.470792E-003, -5.297094E-004,  4.000502E-003
  1.696000E-005,  2.459421E-003,  4.297729E-003, -1.838308E-003
  1.697000E-005,  1.402765E-002,  1.116565E-002,  2.862007E-003
  1.698000E-005, -5.792781E-003, -2.157965E-003, -3.634816E-003
  1.699000E-005, -1.094254E-002, -2.829933E-003, -8.112612E-003
  1.700000E-005,  8.554592E-003,  1.340921E-002, -4.854617E-003
  1.701000E-005, -1.515891E-002, -7.432951E-003, -7.725958E-003
  1.702000E-005, -5.424201E-003, -6.955805E-003,  1.531604E-003
  1.703000E-005,  9.952913E-003,  5.520287E-003,  4.432626E-003
  1.704000E-005,  1.006303E-003,  5.253229E-003, -4.246925E-003
  1.705000E-005, -1.068372E-003, -5.154697E-003,  4.086325E-003
  1.706000E-005, -1.757177E-003, -2.955268E-003,  1.198091E-003
  1.707000E-005,  7.589578E-003,  8.649383E-003, -1.059805E-003
  1.708000E-005, -3.140631E-002, -2.025330E-002, -1.115301E-002
  1.709000E-005,  2.900230E-003, -6.753946E-004,  3.575625E-003
  1.710000E-005,  4.729629E-003, -1.356124E-003,  6.085753E-003
  1.711000E-005, -1.679777E-003, -3.206620E-003,  1.526844E-003
  1.712000E-005,  1.155866E-002,  6.251741E-003,  5.306917E-003
  1.713000E-005,  1.871801E-003,  1.627024E-003,  2.447769E-004
  1.714000E-005, -4.291678E-003, -1.248105E-003, -3.043573E-003
  1.715000E-005,  6.990358E-003,  5.806749E-003,  1.183609E-003
  1.716000E-005, -1.693280E-002, -1.079700E-002, -6.135800E-003
  1.717000E-005,  8.337686E-003, -8.346364E-004,  9.172322E-003
  1.718000E-005, -9.692944E-003, -1.031461E-002,  6.216673E-004
  1.719000E-005,  2.269053E-003,  2.765317E-003, -4.962637E-004
  1.720000E-005,  2.346829E-003,  6.584255E-003, -4.237426E-003
  1.721000E-005,  6.756702E-003,  6.652971E-003,  1.037308E-004
  1.722000E-005, -2.131555E-003, -1.502350E-004, -1.981320E-003
  1.723000E-005, -7.148142E-003, -2.719932E-003, -4.428210E-003
  1.724000E-005, -3.981756E-003,  1.561029E-003, -5.542785E-003
  1.725000E-005, -1.042733E-002, -5.638046E-003, -4.789287E-003
  1.726000E-005,  2.899313E-003,  6.876698E-003, -3.977385E-003
  1.727000E-005,  5.866847E-003,  4.146216E-003,  1.720631E-003
  1.728000E-005,  1.033203E-002,  9.623885E-003,  7.081428E-004
  1.729000E-005, -2.393766E-003, -1.294553E-003, -1.099213E-003
  1.730000E-005,  1.286666E-002,  1.150197E-002,  1.364693E-003
  1.731000E-005,  7.527653E-003,  1.011181E-002, -2.584158E-003
  1.732000E-005,  3.125790E-003,  4.109777E-003, -9.839871E-004
  1.733000E-005,  1.159836E-002,  8.654257E-003,  2.944107E-003
  1.734000E-005, -4.435410E-003,  1.289838E-003, -5.725248E-003
  1.735000E-005, -4.110673E-004,  2.678493E-003, -3.089560E-003
  1.736000E-005, -1.319296E-002, -1.412925E-002,  9.362929E-004
  1.737000E-005,  2.889773E-004,  3.006815E-003, -2.717837E-003
  1.738000E-005, -1.151034E-002, -3.466504E-003, -8.043833E-003
  1.739000E-005, -2.688464E-003,  1.083691E-003, -3.772155E-003
  1.740000E-005, -5.874492E-003,  1.095848E-003, -6.970340E-003
  1.741000E-005,  2.483079E-003,  8.411599E-004,  1.641920E-003
  1.742000E-005, -5.608008E-003, -9.357190E-003,  3.749181E-003
  1.743000E-005, -3.591696E-003, -1.492110E-003, -2.099586E-003
  1.744000E-005,  6.802286E-003,  1.056692E-002, -3.764633E-003
  1.745000E-005, -2.722244E-003,  6.023155E-003, -8.745399E-003
  1.746000E-005, -1.597680E-002, -1.133153E-002, -4.645267E-003
  1.747000E-005, -7.811612E-003, -8.035826E-004, -7.008029E-003
  1.748000E-005,  8.878413E-003,  1.704862E-002, -8.170202E-003
  1.749000E-005,  2.820311E-003, -5.102393E-003,  7.922705E-003
  1.750000E-005,  6.714680E-003,  1.462663E-002, -7.911946E-003
  1.751000E-005, -4.505947E-003, -8.329346E-003,  3.823400E-003
  1.752000E-005, -5.738442E-003,  2.838582E-003, -8.577024E-003
  1.753000E-005, -3.701969E-003,  5.553366E-004, -4.257306E-003
  1.754000E-005,  1.735693E-002,  1.643870E-002,  9.182266E-004
  1.755000E-005,  1.175509E-002,  1.503783E-002, -3.282740E-003
  1.756000E-005,  4.824256E-003,  1.617598E-003,  3.206657E-003
  1.757000E-005,  1.964947E-003,  1.052702E-002, -8.562068E-003
  1.758000E-005, -9.906540E-003, -5.757170E-003, -4.149369E-003
  1.759000E-005, -2.856356E-003,  3.361050E-003, -6.217407E-003
  1.760000E-005,  4.190748E-003,  8.840291E-003, -4.649543E-003
  1.761000E-005, -1.749154E-002, -1.192077E-002, -5.570774E-003
  1.762000E-005, -1.830944E-003,  5.654394E-003, -7.485337E-003
  1.763000E-005,  1.236621E-002,  1.090477E-002,  1.461445E-003
  1.764000E-005,  8.761075E-004,  6.741644E-003, -5.865536E-003
  1.765000E-005,  1.756883E-002,  1.635255E-002,  1.216285E-003
  1.766000E-005, -7.248735E-003, -9.404752E-003,  2.156017E-003
  1.767000E-005,  1.110398E-002,  1.349282E-002, -2.388847E-003
  1.768000E-005, -5.188297E-003,  3.636406E-003, -8.824703E-003
  1.769000E-005,  4.955947E-003,  2.638817E-003,  2.317130E-003
  1.770000E-005,  7.288360E-003,  1.040807E-002, -3.119708E-003
  1.771000E-005,  7.604742E-003,  8.932565E-003, -1.327823E-003
  1.772000E-005,  5.866706E-003,  8.058216E-003, -2.191510E-003
  1.773000E-005, -1.686301E-002, -1.277012E-002, -4.092892E-003
  1.774000E-005,  6.085792E-003,  4.364016E-003,  1.721776E-003
  1.775000E-005,  1.196112E-002,  1.095200E-002,  1.009119E-003
  1.776000E-005,  1.276536E-002,  6.263174E-003,  6.502182E-003
  1.777000E-005,  1.662654E-004,  3.172361E-004, -1.509707E-004
  1.778000E-005, -1.165752E-002, -2.787142E-003, -8.870383E-003
  1.779000E-005,  3.542744E-003, -1.851553E-004,  3.727899E-003
  1.780000E-005, -7.889288E-004,  7.814285E-003, -8.603213E-003
  1.781000E-005, -1.826027E-002, -1.510008E-002, -3.160195E-003
  1.782000E-005,  2.228010E-003,  5.376650E-003, -3.148640E-003
  1.783000E-005,  1.343583E-002,  1.638610E-002, -2.950269E-003
  1.784000E-005,  1.009003E-002,  6.718028E-003,  3.372003E-003
  1.785000E-005, -5.864034E-003, -9.077983E-004, -4.956236E-003
  1.786000E-005, -1.613261E-003, -1.734523E-003,  1.212619E-004
  1.787000E-005, -2.894859E-003, -1.604376E-003, -1.290482E-003
  1.788000E-005,  7.107178E-003,  8.384105E-003, -1.276927E-003
  1.789000E-005, -2.101518E-002, -1.263046E-002, -8.384719E-003
  1.790000E-005,  1.558257E-003,  8.910836E-003, -7.352579E-003
  1.791000E-005, -1.823146E-003,  1.257248E-003, -3.080394E-003
  1.792000E-005, -3.288484E-003, -4.033928E-003,  7.454440E-004
  1.793000E-005,  2.787432E-002,  2.839510E-002, -5.207847E-004
  1.794000E-005, -4.715903E-003,  2.715567E-003, -7.431470E-003
  1.795000E-005,  1.350554E-003,  6.944959E-003, -5.594406E-003
  1.796000E-005, -5.711972E-003, -1.091417E-004, -5.602831E-003
  1.797000E-005, -6.798107E-003, -6.849585E-003,  5.147803E-005
  1.798000E-005,  4.266124E-003,  7.479890E-003, -3.213766E-003
  1.799000E-005, -3.143464E-003, -3.054299E-003, -8.916512E-005
  1.800000E-005, -9.986361E-003,  1.136899E-004, -1.010005E-002
  1.801000E-005,  4.413280E-003,  7.838348E-003, -3.425068E-003
  1.802000E-005, -3.523959E-003, -3.795601E-003,  2.716426E-004
  1.803000E-005,  5.603013E-003, -8.420028E-004,  6.445016E-003
  1.804000E-005, -7.071280E-003, -3.144458E-003, -3.926822E-003
  1.805000E-005,  1.124139E-002,  5.337793E-003,  5.903598E-003
  1.806000E-005, -8.604399E-003, -1.378372E-003, -7.226027E-003
  1.807000E-005,  9.995924E-003,  4.900445E-003,  5.095479E-003
  1.808000E-005, -1.055897E-002,  2.891101E-003, -1.345007E-002
  1.809000E-005,  2.535030E-003,  5.213409E-003, -2.678380E-003
  1.810000E-005, -9.811635E-003, -7.975586E-003, -1.836049E-003
  1.811000E-005, -1.132608E-002, -6.541464E-004, -1.067194E-002
  1.812000E-005,  7.819594E-003,  2.024801E-003,  5.794793E-003
  1.813000E-005,  2.217849E-002,  1.454567E-002,  7.632817E-003
  1.814000E-005, -1.612136E-002, -1.592462E-002, -1.967413E-004
  1.815000E-005,  1.294584E-002,  1.548217E-002, -2.536329E-003
  1.816000E-005, -2.801264E-003, -1.542776E-003, -1.258488E-003
  1.817000E-005,  4.792392E-003,  2.551850E-003,  2.240542E-003
  1.818000E-005,  2.355331E-002,  1.633996E-002,  7.213349E-003
  1.819000E-005,  2.793917E-003, -1.617003E-003,  4.410919E-003
  1.820000E-005,  3.463762E-003,  4.734911E-003, -1.271149E-003
  1.821000E-005, -9.107514E-003, -5.606167E-003, -3.501347E-003
  1.822000E-005, -4.938139E-003,  3.389546E-003, -8.327685E-003
  1.823000E-005,  3.335393E-003,  1.476136E-003,  1.859257E-003
  1.824000E-005,  4.569311E-004, -2.501508E-003,  2.958439E-003
  1.825000E-005,  1.120105E-002,  9.162113E-003,  2.038940E-003
  1.826000E-005,  3.961044E-003,  5.049505E-003, -1.088461E-003
  1.827000E-005, -1.016980E-003,  4.635281E-003, -5.652260E-003
  1.828000E-005, -1.620773E-002, -9.548547E-003, -6.659180E-003
  1.829000E-005,  5.545840E-004, -6.968846E-004,  1.251469E-003
  1.830000E-005, -7.015229E-004,  5.898015E-003, -6.599538E-003
  1.831000E-005,  4.315583E-003,  1.003140E-002, -5.715818E-003
  1.832000E-005,  5.160468E-003,  1.020374E-002, -5.043274E-003
  1.833000E-005, -3.964055E-003, -3.911780E-003, -5.227551E-005
  1.834000E-005,  7.347484E-003,  2.244556E-003,  5.102929E-003
  1.835000E-005, -1.042673E-002, -5.938172E-003, -4.488558E-003
  1.836000E-005, -1.502543E-002, -1.012592E-002, -4.899513E-003
  1.837000E-005, -4.961265E-003, -1.486846E-003, -3.474419E-003
  1.838000E-005, -9.520489E-004,  1.033700E-002, -1.128905E-002
  1.839000E-005, -1.554551E-002, -1.521121E-002, -3.343037E-004
  1.840000E-005,  7.744958E-003,  2.270323E-003,  5.474635E-003
  1.841000E-005,  1.260905E-003, -1.518647E-003,  2.779552E-003
  1.842000E-005, -1.083803E-002, -1.430152E-002,  3.463483E-003
  1.843000E-005, -1.639789E-003,  3.975323E-003, -5.615113E-003
  1.844000E-005, -7.544424E-004,  6.781311E-003, -7.535753E-003
  1.845000E-005, -8.114410E-003, -3.944021E-003, -4.170389E-003
  1.846000E-005,  1.800114E-002,  1.360375E-002,  4.397385E-003
  1.847000E-005, -9.664294E-003, -5.679935E-003, -3.984359E-003
  1.848000E-005, -6.152849E-003, -4.344395E-003, -1.808454E-003
  1.849000E-005, -4.009894E-003,  1.111184E-003, -5.121078E-003
  1.850000E-005,  1.281484E-002,  1.416707E-002, -1.352232E-003
  1.851000E-005, -2.089817E-003, -1.434388E-003, -6.554292E-004
  1.852000E-005,  1.409397E-002,  7.992951E-003,  6.101017E-003
  1.853000E-005, -3.785932E-003, -5.080910E-003,  1.294979E-003
  1.854000E-005, -1.925115E-003, -4.876719E-003,  2.951604E-003
  1.855000E-005, -6.910614E-003, -2.535026E-003, -4.375587E-003
  1.856000E-005,  1.545042E-002,  7.221747E-003,  8.228675E-003
  1.857000E-005,  4.081159E-003,  1.154743E-003,  2.926416E-003
  1.858000E-005, -5.486456E-003, -6.082990E-003,  5.965338E-004
  1.859000E-005,  5.816091E-003,  3.796511E-003,  2.019581E-003
  1.860000E-005,  2.090275E-002,  1.085605E-002,  1.004670E-002
  1.861000E-005, -1.132333E-002, -1.683812E-002,  5.514788E-003
  1.862000E-005,  4.878784E-003,  1.261325E-002, -7.734462E-003
  1.863000E-005,  3.893197E-003,  6.078348E-003, -2.185151E-003
  1.864000E-005, -4.192418E-003, -1.305758E-002,  8.865161E-003
  1.865000E-005,  2.609468E-003,  1.431219E-003,  1.178250E-003
  1.866000E-005, -3.506097E-003,  1.865682E-003, -5.371779E-003
  1.867000E-005,  9.975490E-003,  8.015841E-003,  1.959648E-003
  1.868000E-005, -7.705034E-003, -2.185587E-003, -5.519447E-003
  1.869000E-005,  4.357112E-004, -2.780803E-003,  3.216514E-003
  1.870000E-005,  1.045358E-002,  1.201303E-002, -1.559449E-003
  1.871000E-005,  4.949042E-003,  1.158266E-002, -6.633618E-003
  1.872000E-005, -3.831079E-003, -7.591472E-003,  3.760393E-003
  1.873000E-005, -1.649687E-002, -1.213160E-002, -4.365270E-003
  1.874000E-005,  1.893892E-003,  7.867295E-003, -5.973403E-003
  1.875000E-005,  8.448059E-003,  3.727021E-003,  4.721038E-003
  1.876000E-005,  9.658175E-003,  4.408193E-003,  5.249981E-003
  1.877000E-005, -3.023052E-003,  1.182458E-003, -4.205511E-003
  1.878000E-005,  1.240256E-002,  1.353942E-002, -1.136867E-003
  1.879000E-005, -4.213502E-004,  4.572930E-003, -4.994281E-003
  1.880000E-005, -2.212596E-003, -1.870986E-003, -3.416095E-004
  1.881000E-005,  6.128633E-003, -4.504547E-004,  6.579088E-003
  1.882000E-005, -2.957344E-003, -6.944147E-003,  3.986803E-003
  1.883000E-005, -5.623000E-003, -8.374827E-003,  2.751827E-003
  1.884000E-005, -6.644869E-003, -3.298965E-003, -3.345904E-003
  1.885000E-005,  6.092847E-004, -5.154429E-003,  5.763714E-003
  1.886000E-005,  1.914947E-002,  9.220656E-003,  9.928809E-003
  1.887000E-005, -8.979552E-003, -4.827670E-003, -4.151883E-003
  1.888000E-005, -8.812388E-003, -8.318881E-003, -4.935062E-004
  1.889000E-005, -8.775973E-003, -3.555918E-003, -5.220056E-003
  1.890000E-005, -4.984736E-003, -7.919915E-003,  2.935179E-003
  1.891000E-005, -1.629364E-002, -9.080122E-003, -7.213514E-003
  1.892000E-005,  8.479556E-003,  3.078804E-003,  5.400752E-003
  1.893000E-005, -1.276029E-002, -1.378103E-002,  1.020738E-003
  1.894000E-005, -4.505741E-003, -6.019860E-003,  1.514119E-003
  1.895000E-005,  1.567212E-004, -6.807789E-003,  6.964510E-003
  1.896000E-005,  4.791684E-003,  1.373428E-003,  3.418256E-003
  1.897000E-005, -2.845568E-003, -3.398407E-003,  5.528388E-004
  1.898000E-005,  6.419741E-003,  3.096837E-003,  3.322905E-003
  1.899000E-005, -2.452788E-003, -6.270506E-003,  3.817719E-003
  1.900000E-005, -1.234494E-003, -2.544247E-003,  1.309752E-003
  1.901000E-005, -2.410111E-005, -9.350862E-003,  9.326761E-003
  1.902000E-005, -2.429031E-003,  4.835620E-004, -2.912593E-003
  1.903000E-005, -6.220735E-003, -2.328914E-003, -3.891821E-003
  1.904000E-005, -6.461716E-003,  6.256666E-004, -7.087383E-003
  1.905000E-005, -4.068623E-003, -4.078994E-003,  1.037071E-005
  1.906000E-005, -6.458930E-003,  2.175953E-003, -8.634883E-003
  1.907000E-005,  2.321066E-003,  5.242898E-003, -2.921832E-003
  1.908000E-005, -8.796252E-003, -7.238704E-003, -1.557548E-003
  1.909000E-005,  1.091260E-002,  1.389663E-002, -2.984025E-003
  1.910000E-005, -1.386651E-002, -9.591253E-003, -4.275262E-003
  1.911000E-005,  2.662780E-002,  2.685761E-002, -2.298099E-004
  1.912000E-005, -1.481443E-002, -1.277845E-002, -2.035983E-003
  1.913000E-005, -1.073505E-002, -6.982502E-003, -3.752543E-003
  1.914000E-005,  5.370176E-003,  2.222146E-003,  3.148030E-003
  1.915000E-005,  1.107280E-002,  9.607901E-003,  1.464904E-003
  1.916000E-005,  1.319635E-002,  1.482711E-002, -1.630765E-003
  1.917000E-005,  1.081997E-002,  6.177369E-003,  4.642602E-003
  1.918000E-005, -7.930777E-003, -8.919768E-003,  9.889917E-004
  1.919000E-005,  3.047421E-002,  2.443293E-002,  6.041273E-003
  1.920000E-005, -6.525850E-003, -9.140404E-003,  2.614554E-003
  1.921000E-005, -7.728301E-003, -3.347659E-003, -4.380642E-003
  1.922000E-005, -7.222745E-003, -3.171707E-003, -4.051038E-003
  1.923000E-005, -2.039626E-003, -4.272856E-003,  2.233230E-003
  1.924000E-005,  5.445193E-003,  8.276544E-003, -2.831351E-003
  1.925000E-005, -7.056683E-003,  1.820329E-003, -8.877012E-003
  1.926000E-005, -7.127154E-003, -7.513057E-003,  3.859024E-004
  1.927000E-005, -1.390819E-002, -1.481570E-002,  9.075084E-004
  1.928000E-005, -9.220231E-003, -4.319557E-003, -4.900674E-003
  1.929000E-005,  1.621066E-002,  1.516430E-002,  1.046361E-003
  1.930000E-005,  6.254167E-003,  1.005450E-002, -3.800333E-003
  1.931000E-005,  1.477179E-003,  9.360468E-003, -7.883289E-003
  1.932000E-005, -4.940248E-003, -4.561135E-003, -3.791130E-004
  1.933000E-005,  1.233550E-003,  9.182685E-004,  3.152816E-004
  1.934000E-005,  7.867337E-003,  1.283869E-002, -4.971355E-003
  1.935000E-005,  1.097492E-002,  3.622403E-003,  7.352521E-003
  1.936000E-005,  7.504246E-003,  9.201898E-003, -1.697652E-003
  1.937000E-005,  7.989255E-003,  3.186469E-003,  4.802786E-003
  1.938000E-005, -8.977515E-003, -3.380435E-004, -8.639472E-003
  1.939000E-005, -5.898991E-003, -6.033245E-003,  1.342540E-004
  1.940000E-005, -9.165392E-003, -1.042040E-002,  1.255005E-003
  1.941000E-005, -1.332549E-003, -4.212445E-003,  2.879895E-003
  1.942000E-005,  2.470342E-002,  1.475824E-002,  9.945183E-003
  1.943000E-005, -1.353121E-002, -1.135890E-002, -2.172315E-003
  1.944000E-005,  1.754796E-002,  1.570712E-002,  1.840843E-003
  1.945000E-005,  7.549219E-003,  1.112255E-002, -3.573327E-003
  1.946000E-005,  1.300599E-003,  3.022255E-003, -1.721656E-003
  1.947000E-005, -7.466805E-003,  3.136608E-003, -1.060341E-002
  1.948000E-005, -5.747196E-003, -2.551287E-003, -3.195909E-003
  1.949000E-005,  2.360082E-003,  2.357580E-003,  2.502065E-006
  1.950000E-005,  6.686266E-003,  5.942976E-003,  7.432908E-004
  1.951000E-005, -1.091713E-002, -8.815746E-003, -2.101387E-003
  1.952000E-005, -7.441556E-004, -5.228959E-004, -2.212596E-004
  1.953000E-005, -7.699613E-003, -2.728818E-003, -4.970795E-003
  1.954000E-005, -1.479138E-002, -1.012331E-002, -4.668065E-003
  1.955000E-005,  1.168938E-002,  1.034842E-002,  1.340963E-003
  1.956000E-005, -1.451662E-003,  2.612263E-003, -4.063924E-003
  1.957000E-005, -9.476201E-003, -5.295197E-003, -4.181004E-003
  1.958000E-005, -6.632201E-003, -1.353307E-002,  6.900871E-003
  1.959000E-005, -8.238666E-003, -5.528192E-003, -2.710473E-003
  1.960000E-005,  7.822616E-003,  8.908438E-003, -1.085822E-003
  1.961000E-005, -2.252558E-003,  1.341602E-003, -3.594160E-003
  1.962000E-005,  5.983230E-003, -1.309182E-003,  7.292412E-003
  1.963000E-005,  2.127348E-003, -3.910392E-003,  6.037740E-003
  1.964000E-005, -6.839331E-003, -7.028100E-004, -6.136521E-003
  1.965000E-005, -1.188613E-002, -7.482307E-003, -4.403822E-003
  1.966000E-005,  1.325713E-002,  1.572698E-002, -2.469853E-003
  1.967000E-005,  3.485581E-003,  6.196828E-003, -2.711247E-003
  1.968000E-005,  9.235375E-003,  9.567484E-003, -3.321083E-004
  1.969000E-005,  3.755076E-003,  6.197767E-003, -2.442692E-003
  1.970000E-005,  2.106409E-002,  1.560238E-002,  5.461710E-003
  1.971000E-005, -2.548173E-003, -4.812271E-003,  2.264098E-003
  1.972000E-005,  3.909186E-003,  4.477929E-003, -5.687431E-004
  1.973000E-005, -7.340663E-003, -8.640191E-003,  1.299528E-003
  1.974000E-005, -5.034869E-003, -7.876331E-003,  2.841463E-003
  1.975000E-005,  3.037102E-003, -1.026061E-003,  4.063163E-003
  1.976000E-005, -9.529720E-003, -6.882007E-003, -2.647713E-003
  1.977000E-005, -3.807144E-003, -3.049776E-003, -7.573678E-004
  1.978000E-005,  1.016300E-002,  1.295493E-002, -2.791932E-003
  1.979000E-005, -5.541944E-003, -2.918380E-003, -2.623564E-003
  1.980000E-005, -3.916677E-003, -2.645944E-003, -1.270733E-003
  1.981000E-005,  2.941655E-003, -1.742349E-003,  4.684003E-003
  1.982000E-005, -8.939793E-003, -6.280729E-003, -2.659064E-003
  1.983000E-005, -1.670821E-004,  1.409279E-003, -1.576361E-003
  1.984000E-005,  5.825392E-003,  9.512156E-003, -3.686764E-003
  1.985000E-005,  4.078143E-003,  5.538716E-003, -1.460573E-003
  1.986000E-005,  9.275051E-003,  9.972493E-003, -6.974419E-004
  1.987000E-005,  2.297751E-003, -2.148182E-003,  4.445933E-003
  1.988000E-005, -5.152343E-003,  5.253473E-003, -1.040582E-002
  1.989000E-005,  6.497776E-003,  4.714428E-003,  1.783348E-003
  1.990000E-005, -7.480909E-003, -3.444664E-003, -4.036244E-003
  1.991000E-005, -1.968029E-002, -1.306013E-002, -6.620157E-003
  1.992000E-005,  4.856228E-003,  2.965135E-003,  1.891094E-003
  1.993000E-005,  7.910526E-003,  6.094010E-003,  1.816516E-003
  1.994000E-005,  2.241277E-003,  2.009177E-003,  2.320994E-004
  1.995000E-005, -4.145936E-004, -2.682197E-004, -1.463739E-004
  1.996000E-005,  3.439897E-003,  3.802673E-003, -3.627760E-004
  1.997000E-005, -2.919151E-003, -3.201958E-003,  2.828068E-004
  1.998000E-005,  7.624060E-003,  9.368870E-003, -1.744810E-003
  1.999000E-005, -1.378100E-002, -1.300736E-002, -7.736305E-004
  2.000000E-005, -1.325958E-002, -7.139537E-003, -6.120047E-003
  2.001000E-005, -1.017084E-002, -1.795350E-003, -8.375485E-003
