time[s],n_alive,weight_sum,CL_Q_cx[W/m3],CL_Q_el[W/m3],CL_Q_ei[W/m3],CL_Q_total[W/m3],TL_Q_cx[W/m3],TL_Q_el[W/m3],TL_Q_ei[W/m3],TL_Q_total[W/m3]
  1.530000E-06,     770,  2.587961E-01,  4.674549E+08, -2.463446E+08,  8.552585E+08,  1.076369E+09, -1.183426E+07, -8.019449E+06,  8.396979E+08,  8.198442E+08
  1.540000E-06,     769,  2.452960E-01,  5.622053E+08, -4.770901E+08,  8.710179E+08,  9.561332E+08, -2.234829E+07,  4.439183E+07,  7.817452E+08,  8.037887E+08
  1.550000E-06,     767,  2.321970E-01,  5.982531E+06, -2.440347E+08,  7.666672E+08,  5.286150E+08,  4.080981E+07,  3.237208E+07,  7.527764E+08,  8.259583E+08
  1.560000E-06,     765,  2.197961E-01, -2.336856E+07, -5.395814E+08,  6.976362E+08,  1.346862E+08,  1.687808E+08, -5.367396E+06,  7.228390E+08,  8.862524E+08
  1.570000E-06,     764,  2.083287E-01, -1.865884E+08,  1.027391E+08,  6.917019E+08,  6.078526E+08,  3.171826E+08,  4.368980E+08,  7.149445E+08,  1.469025E+09
  1.580000E-06,     762,  1.972004E-01, -1.961445E+08, -3.731231E+08,  6.986252E+08,  1.293575E+08,  3.114912E+08,  2.539315E+08,  6.757980E+08,  1.241221E+09
  1.590000E-06,     761,  1.869109E-01,  1.490918E+08,  6.246493E+07,  6.151592E+08,  8.267160E+08,  1.616428E+08, -1.822875E+08,  6.495762E+08,  6.289315E+08
  1.600000E-06,     758,  1.766918E-01,  2.031394E+08,  3.297771E+08,  5.936905E+08,  1.126607E+09,  2.431372E+08,  3.163847E+08,  6.056083E+08,  1.165130E+09
  1.610000E-06,     756,  1.672500E-01, -7.449240E+07, -6.668467E+07,  5.692159E+08,  4.280388E+08,  9.041897E+07,  2.041728E+08,  5.647263E+08,  8.593181E+08
  1.620000E-06,     752,  1.578917E-01, -9.920815E+07,  3.623311E+08,  5.518872E+08,  8.150101E+08,  2.437758E+08,  4.623028E+08,  5.238715E+08,  1.229950E+09
  1.630000E-06,     747,  1.488536E-01,  4.263025E+08,  2.586634E+08,  5.146557E+08,  1.199622E+09, -1.249697E+08, -5.478366E+07,  4.712631E+08,  2.915096E+08
  1.640000E-06,     746,  1.410830E-01, -2.219261E+08, -2.260401E+08,  4.570644E+08,  9.098162E+06, -9.088378E+07, -1.239343E+08,  4.365179E+08,  2.216998E+08
  1.650000E-06,     745,  1.337178E-01, -1.060477E+08,  7.028092E+07,  4.576349E+08,  4.218680E+08, -6.827989E+07, -8.757056E+07,  4.276596E+08,  2.718092E+08
  1.660000E-06,     743,  1.265666E-01,  1.144014E+08,  1.246559E+08,  4.412064E+08,  6.802637E+08, -1.850781E+08, -2.105065E+08,  3.953935E+08, -1.910532E+05
  1.670000E-06,     740,  1.196352E-01, -2.152345E+08, -4.133804E+07,  3.537309E+08,  9.715832E+07,  5.650053E+06,  9.907732E+07,  3.756423E+08,  4.803697E+08
  1.680000E-06,     736,  1.129282E-01, -5.253091E+07,  5.972187E+07,  3.673294E+08,  3.745203E+08,  6.640222E+07,  5.848086E+07,  3.613315E+08,  4.862146E+08
  1.690000E-06,     736,  1.071765E-01,  7.927611E+07, -1.232168E+08,  3.595415E+08,  3.156007E+08, -1.984837E+07, -3.559552E+07,  3.437334E+08,  2.882895E+08
  1.700000E-06,     736,  1.017177E-01,  5.204077E+07,  1.700373E+08,  3.295603E+08,  5.516384E+08,  1.087671E+07, -1.848991E+06,  3.272696E+08,  3.362973E+08
  1.710000E-06,     735,  9.640585E-02,  1.442204E+08,  6.666790E+07,  3.053629E+08,  5.162512E+08, -9.567493E+07, -2.398113E+07,  2.919275E+08,  1.722714E+08
  1.720000E-06,     733,  9.124670E-02, -2.190023E+07, -1.360590E+08,  2.601363E+08,  1.021771E+08, -1.295831E+08, -1.345048E+08,  2.747962E+08,  1.070825E+07
  1.730000E-06,     733,  8.659929E-02, -8.481349E+07, -8.144640E+07,  2.862669E+08,  1.200070E+08,  1.047167E+06,  4.591201E+06,  2.746036E+08,  2.802419E+08
  1.740000E-06,     732,  8.207646E-02, -3.788256E+07,  9.272581E+07,  2.582359E+08,  3.130791E+08, -1.991085E+07,  7.189422E+07,  2.580402E+08,  3.100236E+08
  1.750000E-06,     725,  7.715121E-02,  1.163460E+08,  2.785329E+07,  2.555633E+08,  3.997625E+08, -1.300120E+08, -9.247971E+07,  2.379004E+08,  1.540866E+07
  1.760000E-06,     724,  7.312072E-02, -4.962412E+07, -1.959960E+08,  2.196648E+08, -2.595539E+07, -3.909012E+07, -1.309511E+08,  2.294695E+08,  5.942831E+07
  1.770000E-06,     722,  6.920480E-02,  4.125238E+07,  1.305171E+08,  2.244361E+08,  3.962056E+08, -6.278560E+07, -8.929121E+07,  2.181744E+08,  6.609762E+07
  1.780000E-06,     719,  6.540713E-02, -4.821729E+07, -7.991396E+07,  2.064760E+08,  7.834479E+07,  7.556385E+06, -2.864504E+07,  2.055301E+08,  1.844415E+08
  1.790000E-06,     717,  6.190312E-02, -5.931726E+06, -2.226011E+07,  1.963041E+08,  1.681123E+08, -5.296168E+07, -5.641609E+07,  1.983213E+08,  8.894353E+07
  1.800000E-06,     716,  5.866831E-02, -5.892700E+07, -6.223493E+07,  1.777575E+08,  5.659560E+07,  3.458681E+07,  6.949466E+07,  1.880524E+08,  2.921339E+08
  1.810000E-06,     712,  5.536913E-02, -1.200465E+07, -6.209476E+07,  1.742985E+08,  1.001991E+08,  9.178064E+07,  1.257877E+08,  1.878114E+08,  4.053797E+08
  1.820000E-06,     709,  5.232764E-02, -5.948023E+07,  5.863999E+07,  1.757651E+08,  1.749248E+08,  1.364010E+07, -6.353118E+07,  1.770359E+08,  1.271448E+08
  1.830000E-06,     709,  4.966247E-02, -4.074366E+07,  8.035884E+07,  1.744640E+08,  2.140792E+08,  7.893414E+06,  4.900856E+07,  1.674014E+08,  2.243033E+08
  1.840000E-06,     708,  4.706656E-02, -6.374914E+07, -3.631062E+07,  1.531662E+08,  5.310647E+07,  5.787345E+07,  9.150961E+07,  1.578112E+08,  3.071942E+08
  1.850000E-06,     707,  4.460626E-02,  2.943613E+07,  1.493936E+07,  1.448331E+08,  1.892086E+08,  1.781209E+07,  5.461740E+07,  1.515972E+08,  2.240267E+08
  1.860000E-06,     705,  4.221460E-02, -6.809672E+07,  1.138159E+08,  1.417639E+08,  1.874831E+08,  1.929199E+07,  4.067337E+07,  1.383144E+08,  1.982798E+08
  1.870000E-06,     705,  4.006451E-02, -4.385599E+07,  7.195321E+07,  1.306366E+08,  1.587339E+08,  1.129643E+07,  2.802868E+07,  1.325957E+08,  1.719208E+08
  1.880000E-06,     704,  3.797000E-02,  7.497335E+07, -1.767673E+07,  1.207750E+08,  1.780716E+08, -1.666340E+07, -3.669559E+07,  1.222083E+08,  6.884933E+07
  1.890000E-06,     700,  3.583135E-02,  4.830520E+07, -7.928058E+07,  1.066376E+08,  7.566221E+07, -4.283836E+06,  7.068309E+06,  1.135966E+08,  1.163811E+08
  1.900000E-06,     700,  3.400637E-02,  2.238472E+07, -5.747769E+07,  1.042373E+08,  6.914435E+07,  6.224988E+06,  1.558827E+07,  1.090041E+08,  1.308174E+08
  1.910000E-06,     696,  3.208992E-02,  4.726367E+07, -2.247389E+07,  1.053132E+08,  1.301030E+08,  4.702383E+06,  9.201083E+06,  1.051378E+08,  1.190413E+08
  1.920000E-06,     695,  3.041175E-02,  3.463913E+07,  1.247957E+07,  9.758877E+07,  1.447075E+08, -2.195769E+05,  1.493847E+07,  9.853214E+07,  1.132510E+08
  1.930000E-06,     695,  2.886281E-02,  1.826002E+07, -2.369638E+07,  8.978116E+07,  8.434480E+07, -1.616960E+07, -1.975339E+07,  9.168908E+07,  5.576608E+07
  1.940000E-06,     694,  2.735334E-02, -6.327465E+04, -1.288317E+07,  9.299118E+07,  8.004474E+07, -2.606702E+07, -1.165006E+07,  8.675463E+07,  4.903754E+07
  1.950000E-06,     689,  2.577314E-02, -2.079071E+07, -1.777242E+07,  8.108693E+07,  4.252380E+07,  1.376774E+07, -1.520619E+07,  8.269110E+07,  8.125266E+07
  1.960000E-06,     686,  2.435395E-02, -1.235719E+07,  7.561390E+06,  7.752727E+07,  7.273147E+07, -9.401701E+06, -1.432038E+07,  7.893876E+07,  5.521667E+07
  1.970000E-06,     683,  2.301247E-02, -1.027204E+07, -7.281385E+07,  7.710732E+07, -5.978581E+06,  3.659173E+07,  3.548933E+07,  7.765553E+07,  1.497366E+08
  1.980000E-06,     682,  2.180841E-02,  3.115539E+07,  9.189180E+06,  7.398871E+07,  1.143333E+08,  2.059732E+07, -3.338870E+07,  7.381102E+07,  6.101964E+07
  1.990000E-06,     681,  2.066731E-02,  2.016217E+07,  7.350304E+06,  6.436928E+07,  9.188175E+07,  1.393150E+07,  3.814109E+06,  6.901950E+07,  8.676511E+07
  2.000000E-06,     679,  1.955707E-02, -1.570288E+07,  2.392921E+07,  6.287940E+07,  7.110573E+07,  2.089559E+06, -1.316991E+06,  6.391821E+07,  6.469078E+07
